KOLAKA UTARA~BATU PUTIH~1~LAS01~BATU PUTIH~BATU API
KOLAKA UTARA~BATU PUTIH~2~LAS01~BATU PUTIH~BATU PUTIH
KOLAKA UTARA~BATU PUTIH~3~LAS01~BATU PUTIH~BUKIT BARU
KOLAKA UTARA~BATU PUTIH~4~LAS01~BATU PUTIH~BUKIT TINGGI
KOLAKA UTARA~BATU PUTIH~5~LAS01~BATU PUTIH~LATOWU
KOLAKA UTARA~BATU PUTIH~6~LAS01~BATU PUTIH~LAWAKI JAYA
KOLAKA UTARA~BATU PUTIH~7~LAS01~BATU PUTIH~LELEWAWO
KOLAKA UTARA~BATU PUTIH~8~LAS01~BATU PUTIH~MOSIKU
KOLAKA UTARA~BATU PUTIH~9~LAS01~BATU PUTIH~PARUNG LAMPE
KOLAKA UTARA~BATU PUTIH~10~LAS01~BATU PUTIH~PATIKALA
KOLAKA UTARA~BATU PUTIH~11~LAS01~BATU PUTIH~PUNCAK HARAPAN
KOLAKA UTARA~BATU PUTIH~12~LAS01~BATU PUTIH~TOLALA
KOLAKA UTARA~KATOI~1~LAS01~KATOI~KATOI
KOLAKA UTARA~KATOI~2~LAS01~KATOI~MARUGE
KOLAKA UTARA~KATOI~3~LAS01~KATOI~SIMBULA
KOLAKA UTARA~KATOI~4~LAS01~KATOI~LAMBUNO
KOLAKA UTARA~KATOI~5~LAS01~KATOI~LANIPANIPA
KOLAKA UTARA~KATOI~6~LAS01~KATOI~UJUNG TOBAKU TOBAKO
KOLAKA UTARA~KODEOHA~1~LAS01~KODEOHA~AWO
KOLAKA UTARA~KODEOHA~2~LAS01~KODEOHA~JABAL KUBIS
KOLAKA UTARA~KODEOHA~3~LAS01~KODEOHA~JABAL NUR
KOLAKA UTARA~KODEOHA~4~LAS01~KODEOHA~KALU KALUKU
KOLAKA UTARA~KODEOHA~5~LAS01~KODEOHA~KAMISI
KOLAKA UTARA~KODEOHA~6~LAS01~KODEOHA~KOROHA
KOLAKA UTARA~KODEOHA~7~LAS01~KODEOHA~LAMETUNA
KOLAKA UTARA~KODEOHA~8~LAS01~KODEOHA~LAPOLU
KOLAKA UTARA~KODEOHA~9~LAS01~KODEOHA~LAWADIA
KOLAKA UTARA~KODEOHA~10~LAS01~KODEOHA~MALA MALA
KOLAKA UTARA~KODEOHA~11~LAS01~KODEOHA~MATTIRO BULU
KOLAKA UTARA~KODEOHA~12~LAS01~KODEOHA~MEETO
KOLAKA UTARA~KODEOHA~13~LAS01~KODEOHA~SAWANGGAOHA
KOLAKA UTARA~KODEOHA~14~LAS01~KODEOHA~TANGGEAU
KOLAKA UTARA~KODEOHA~15~LAS01~KODEOHA~TIWU
KOLAKA UTARA~KODEOHA~16~LAS01~KODEOHA~WATUMEA
KOLAKA UTARA~LASUSUA~1~LAS01~LASUSUA~LASUSUA
KOLAKA UTARA~LASUSUA~2~LAS01~LASUSUA~PONGGIHA
KOLAKA UTARA~LASUSUA~3~LAS01~LASUSUA~PITULUA
KOLAKA UTARA~LASUSUA~4~LAS01~LASUSUA~BABUSSALAM
KOLAKA UTARA~LASUSUA~5~LAS01~LASUSUA~BATU GANDA PERMAI
KOLAKA UTARA~LASUSUA~6~LAS01~LASUSUA~PATOWONUA
KOLAKA UTARA~LASUSUA~7~LAS01~LASUSUA~PUCAK MONAPA
KOLAKA UTARA~LASUSUA~8~LAS01~LASUSUA~RANTE LIMBUNG
KOLAKA UTARA~LASUSUA~9~LAS01~LASUSUA~SULAHO
KOLAKA UTARA~LASUSUA~10~LAS01~LASUSUA~TOJABI
KOLAKA UTARA~LASUSUA~11~LAS01~LASUSUA~TOTALLANG
KOLAKA UTARA~LASUSUA~12~LAS01~LASUSUA~WATULIU WATULIWU
KOLAKA UTARA~LOMBAI~1~LAS01~LOMBAI~LAMBAI
KOLAKA UTARA~LOMBAI~2~LAS01~LOMBAI~LAPASIPASI
KOLAKA UTARA~LOMBAI~3~LAS01~LOMBAI~LATAWARO
KOLAKA UTARA~LOMBAI~4~LAS01~LOMBAI~RAODA
KOLAKA UTARA~LOMBAI~5~LAS01~LOMBAI~TEBAGIANO
KOLAKA UTARA~LOMBAI~6~LAS01~LOMBAI~WOISE
KOLAKA UTARA~LOMBAI~7~LAS01~LOMBAI~WOITOMBO
KOLAKA UTARA~NGAPA~1~LAS01~NGAPA~BERINGIN
KOLAKA UTARA~NGAPA~2~LAS01~NGAPA~KOREIHA
KOLAKA UTARA~NGAPA~3~LAS01~NGAPA~LAPAI
KOLAKA UTARA~NGAPA~4~LAS01~NGAPA~LAWOLATU
KOLAKA UTARA~NGAPA~5~LAS01~NGAPA~NGAPA
KOLAKA UTARA~NGAPA~6~LAS01~NGAPA~PARUTTELANG
KOLAKA UTARA~NGAPA~7~LAS01~NGAPA~PUURAU
KOLAKA UTARA~NGAPA~8~LAS01~NGAPA~TADOUMERA TADAUMERA
KOLAKA UTARA~NGAPA~9~LAS01~NGAPA~WATUMOTAHA
KOLAKA UTARA~PAKUE~1~LAS01~PAKUE~KASUMEETO
KOLAKA UTARA~PAKUE~2~LAS01~PAKUE~KONDARA
KOLAKA UTARA~PAKUE~3~LAS01~PAKUE~KOSALI
KOLAKA UTARA~PAKUE~4~LAS01~PAKUE~LALOMBUNDI
KOLAKA UTARA~PAKUE~5~LAS01~PAKUE~MIKUASI
KOLAKA UTARA~PAKUE~6~LAS01~PAKUE~OLO OLOHO OLAHA
KOLAKA UTARA~PAKUE~7~LAS01~PAKUE~SIPAKAINGE
KOLAKA UTARA~PAKUE~8~LAS01~PAKUE~TOAHA
KOLAKA UTARA~PAKUE TENGAH~1~LAS01~PAKUE TENGAH~LABIPI
KOLAKA UTARA~PAKUE TENGAH~2~LAS01~PAKUE TENGAH~LANIPA
KOLAKA UTARA~PAKUE TENGAH~3~LAS01~PAKUE TENGAH~LATALI
KOLAKA UTARA~PAKUE TENGAH~4~LAS01~PAKUE TENGAH~MAJAPAHIT
KOLAKA UTARA~PAKUE TENGAH~5~LAS01~PAKUE TENGAH~PASAMPANG
KOLAKA UTARA~PAKUE TENGAH~6~LAS01~PAKUE TENGAH~POWALAA
KOLAKA UTARA~PAKUE TENGAH~7~LAS01~PAKUE TENGAH~SALUTOTONG
KOLAKA UTARA~PAKUE TENGAH~8~LAS01~PAKUE TENGAH~TARENGGA
KOLAKA UTARA~PAKUE TENGAH~9~LAS01~PAKUE TENGAH~TO'LEMO
KOLAKA UTARA~PAKUE UTARA~1~LAS01~PAKUE UTARA~AMOWE AMOE
KOLAKA UTARA~PAKUE UTARA~2~LAS01~PAKUE UTARA~KALO
KOLAKA UTARA~PAKUE UTARA~3~LAS01~PAKUE UTARA~LAWATA
KOLAKA UTARA~PAKUE UTARA~4~LAS01~PAKUE UTARA~MATALEUNO
KOLAKA UTARA~PAKUE UTARA~5~LAS01~PAKUE UTARA~PAKUE
KOLAKA UTARA~PAKUE UTARA~6~LAS01~PAKUE UTARA~PUUNDOHO
KOLAKA UTARA~PAKUE UTARA~7~LAS01~PAKUE UTARA~SALUDONGKA
KOLAKA UTARA~PAKUE UTARA~8~LAS01~PAKUE UTARA~TEPOSUA
KOLAKA UTARA~POREHU~1~LAS01~POREHU~BANGSALA
KOLAKA UTARA~POREHU~2~LAS01~POREHU~LARUI
KOLAKA UTARA~POREHU~3~LAS01~POREHU~LOKA
KOLAKA UTARA~POREHU~4~LAS01~POREHU~PONGGI
KOLAKA UTARA~POREHU~5~LAS01~POREHU~POREHU
KOLAKA UTARA~POREHU~6~LAS01~POREHU~SARAMBU
KOLAKA UTARA~POREHU~7~LAS01~POREHU~TANGGA RURU
KOLAKA UTARA~POREHU~8~LAS01~POREHU~TINUNA
KOLAKA UTARA~POREHU~9~LAS01~POREHU~TOBELA
KOLAKA UTARA~RANTEANGIN~1~LAS01~RANTEANGIN~LANDOLIA
KOLAKA UTARA~RANTEANGIN~2~LAS01~RANTEANGIN~LAWEKARA
KOLAKA UTARA~RANTEANGIN~3~LAS01~RANTEANGIN~MAROKO
KOLAKA UTARA~RANTEANGIN~4~LAS01~RANTEANGIN~POHU
KOLAKA UTARA~RANTEANGIN~5~LAS01~RANTEANGIN~RANTE ANGIN
KOLAKA UTARA~RANTEANGIN~6~LAS01~RANTEANGIN~RANTE BARU
KOLAKA UTARA~RANTEANGIN~7~LAS01~RANTEANGIN~TOROTUO TOROTUA
KOLAKA UTARA~WATUNOHU~1~LAS01~WATUNOHU~LAHABARU
KOLAKA UTARA~WATUNOHU~2~LAS01~WATUNOHU~NYULE
KOLAKA UTARA~WATUNOHU~3~LAS01~WATUNOHU~SAMATURU
KOLAKA UTARA~WATUNOHU~4~LAS01~WATUNOHU~SAPOIHA
KOLAKA UTARA~WATUNOHU~5~LAS01~WATUNOHU~SORONA SARONA
KOLAKA UTARA~WATUNOHU~6~LAS01~WATUNOHU~TAMBUHA
KOLAKA UTARA~WATUNOHU~7~LAS01~WATUNOHU~WATUNOHU
KOLAKA UTARA~WAWO~1~LAS01~WAWO~LATAWE
KOLAKA UTARA~WAWO~2~LAS01~WAWO~PUMBOLO
KOLAKA UTARA~WAWO~3~LAS01~WAWO~SALURENGKO
KOLAKA UTARA~WAWO~4~LAS01~WAWO~TINUKARI
KOLAKA UTARA~WAWO~5~LAS01~WAWO~ULU WAWO
KOLAKA UTARA~WAWO~6~LAS01~WAWO~WALASIHO
KOLAKA UTARA~WAWO~7~LAS01~WAWO~WAWO
