BENGKULU~GADING CEMPAKA~1~BKS01~GADING CEMPAKA~CEMPAKA PERMAI
BENGKULU~GADING CEMPAKA~2~BKS01~GADING CEMPAKA~LINGKAR BARAT
BENGKULU~GADING CEMPAKA~3~BKS01~GADING CEMPAKA~LINGKAR TIMUR
BENGKULU~GADING CEMPAKA~4~BKS01~GADING CEMPAKA~PADANG NANGKA
BENGKULU~GADING CEMPAKA~5~BKS01~GADING CEMPAKA~TIMUR INDAH
BENGKULU~GADING CEMPAKA~6~BKS01~GADING CEMPAKA~JEMBATAN KECIL
BENGKULU~GADING CEMPAKA~7~BKS01~GADING CEMPAKA~JALAN GEDANG
BENGKULU~GADING CEMPAKA~8~BKS01~GADING CEMPAKA~PADANG HARAPAN
BENGKULU~GADING CEMPAKA~9~BKS01~GADING CEMPAKA~PANORAMA
BENGKULU~GADING CEMPAKA~10~BKS01~GADING CEMPAKA~DUSUN BESAR
BENGKULU~GADING CEMPAKA~11~BKS01~GADING CEMPAKA~SIDOMULYO
BENGKULU~KAMPUNG MELAYU~1~BKS01~KAMPUNG MELAYU~KANDANG MAS
BENGKULU~KAMPUNG MELAYU~2~BKS01~KAMPUNG MELAYU~MUARA DUA
BENGKULU~KAMPUNG MELAYU~3~BKS01~KAMPUNG MELAYU~PADANG SERAI
BENGKULU~KAMPUNG MELAYU~4~BKS01~KAMPUNG MELAYU~SUMBER JAYA
BENGKULU~KAMPUNG MELAYU~5~BKS01~KAMPUNG MELAYU~TELUK SEPANG
BENGKULU~KAMPUNG MELAYU~6~BKS01~KAMPUNG MELAYU~KANDANG
BENGKULU~MUARA BANGKAHULU~1~BKS03~MUARA BANGKAHULU~BENTIRING PERMAI
BENGKULU~MUARA BANGKAHULU~2~BKS03~MUARA BANGKAHULU~BERINGIN RAYA
BENGKULU~MUARA BANGKAHULU~3~BKS03~MUARA BANGKAHULU~RAWA MAKMUR
BENGKULU~MUARA BANGKAHULU~4~BKS03~MUARA BANGKAHULU~RAWA MAKMUR PERMAI
BENGKULU~MUARA BANGKAHULU~5~BKS03~MUARA BANGKAHULU~KANDANG LIMUN
BENGKULU~MUARA BANGKAHULU~6~BKS03~MUARA BANGKAHULU~PEMATANG GUBERNUR
BENGKULU~MUARA BANGKAHULU~7~BKS03~MUARA BANGKAHULU~BENTIRING
BENGKULU~RATU AGUNG~1~BKS01~RATU AGUNG~KEBUN BELER
BENGKULU~RATU AGUNG~2~BKS01~RATU AGUNG~KEBUN KENANGA
BENGKULU~RATU AGUNG~3~BKS01~RATU AGUNG~LEMPUING
BENGKULU~RATU AGUNG~4~BKS01~RATU AGUNG~SAWAH LEBAR BARU
BENGKULU~RATU AGUNG~5~BKS01~RATU AGUNG~NUSA INDAH
BENGKULU~RATU AGUNG~6~BKS01~RATU AGUNG~TANAH PATAH
BENGKULU~RATU AGUNG~7~BKS01~RATU AGUNG~KEBUN TEBENG
BENGKULU~RATU AGUNG~8~BKS01~RATU AGUNG~SAWAH LEBAR
BENGKULU~RATU SAMBAN~1~BKS01~RATU SAMBAN~BELAKANG PONDOK
BENGKULU~RATU SAMBAN~2~BKS01~RATU SAMBAN~KEBUN DAHRI
BENGKULU~RATU SAMBAN~3~BKS01~RATU SAMBAN~PENGGATUNGAN
