ENDE~DETUELI~1~ENE01~DETUELI~DETUKELI
ENDE~ENDE TIMUR~1~ENE01~ENDE TIMUR~MAUTAPAGA
ENDE~ENDE TIMUR~2~ENE01~ENDE TIMUR~REWARANGGA
ENDE~ENDE TIMUR~3~ENE01~ENDE TIMUR~KEDEBODU
ENDE~ENDE TIMUR~4~ENE01~ENDE TIMUR~NDUNGGA
ENDE~ENDE TIMUR~5~ENE01~ENDE TIMUR~TIWUTEWA
ENDE~ENDE UTARA~1~ENE01~ENDE UTARA~BOROKANDA
ENDE~ENDE UTARA~2~ENE01~ENDE UTARA~GHEOGHOMA
ENDE~ENDE UTARA~3~ENE01~ENDE UTARA~KOTA RAJA
ENDE~ENDE UTARA~4~ENE01~ENDE UTARA~KOTA RATU
ENDE~ENDE UTARA~5~ENE01~ENDE UTARA~ROWORENA
ENDE~ENDE UTARA~6~ENE01~ENDE UTARA~WATUSIPI
ENDE~KELIMUTU~1~ENE01~KELIMUTU~KOANARA
ENDE~KELIMUTU~2~ENE01~KELIMUTU~KURU
ENDE~KELIMUTU~3~ENE01~KELIMUTU~NDENGGA RONGGE
ENDE~KELIMUTU~4~ENE01~KELIMUTU~NDUARIA
ENDE~KELIMUTU~5~ENE01~KELIMUTU~NUAMURI
ENDE~KELIMUTU~6~ENE01~KELIMUTU~NUAMURI BARAT
ENDE~KELIMUTU~7~ENE01~KELIMUTU~PEMO
ENDE~KELIMUTU~8~ENE01~KELIMUTU~WOLOARA
ENDE~KOTABARU~1~ENE01~KOTABARU~DETUARA
ENDE~KOTABARU~2~ENE01~KOTABARU~HANGALANDE
ENDE~KOTABARU~3~ENE01~KOTABARU~KOTABARU
ENDE~KOTABARU~4~ENE01~KOTABARU~LISELANDE
ENDE~KOTABARU~5~ENE01~KOTABARU~LOBONIKI
ENDE~KOTABARU~6~ENE01~KOTABARU~NDONDO
ENDE~KOTABARU~7~ENE01~KOTABARU~NIOPANDA
ENDE~KOTABARU~8~ENE01~KOTABARU~RANGALAKA
ENDE~KOTABARU~9~ENE01~KOTABARU~TANALANGI
ENDE~KOTABARU~10~ENE01~KOTABARU~TANIWODA
ENDE~KOTABARU~11~ENE01~KOTABARU~TIWUSORA
ENDE~KOTABARU~12~ENE01~KOTABARU~TOU
ENDE~KOTABARU~13~ENE01~KOTABARU~TOU BARAT
ENDE~KOTABARU~14~ENE01~KOTABARU~TOU TIMUR
ENDE~LIO TIMUR~1~ENE01~LIO TIMUR~DETUPERA
ENDE~LIO TIMUR~2~ENE01~LIO TIMUR~FATAMARI
ENDE~LIO TIMUR~3~ENE01~LIO TIMUR~HUBATUWAHOBATUA
ENDE~LIO TIMUR~4~ENE01~LIO TIMUR~LIABEKE
ENDE~LIO TIMUR~5~ENE01~LIO TIMUR~WATUNESO
ENDE~LIO TIMUR~6~ENE01~LIO TIMUR~WOLOAROWOLOARA
ENDE~LIO TIMUR~7~ENE01~LIO TIMUR~WOLOLELEA WOLOLELA A
ENDE~LIO TIMUR~8~ENE01~LIO TIMUR~WOLOSAMBI
ENDE~MAUKARO~1~ENE01~MAUKARO~BOAFEO
ENDE~MAUKARO~2~ENE01~MAUKARO~KAMUMBHEKAKAMUBHEKA
ENDE~MAUKARO~3~ENE01~MAUKARO~KEBIRANGGA
ENDE~MAUKARO~4~ENE01~MAUKARO~KEBIRANGGA SELATAN
ENDE~MAUKARO~5~ENE01~MAUKARO~KEBIRANGGA TENGAH
ENDE~MAUKARO~6~ENE01~MAUKARO~KOBALEBA
ENDE~MAUKARO~7~ENE01~MAUKARO~KOLIPAKA
ENDE~MAUKARO~8~ENE01~MAUKARO~MAGEKAPA
ENDE~MAUKARO~9~ENE01~MAUKARO~MUNDINGGASA
ENDE~MAUKARO~10~ENE01~MAUKARO~NABE
ENDE~MAUROLE~1~ENE01~MAUROLE~AEWORA
ENDE~MAUROLE~2~ENE01~MAUROLE~DETUWALA
ENDE~MAUROLE~3~ENE01~MAUROLE~KELIWUMBU
ENDE~MAUROLE~4~ENE01~MAUROLE~MAUROLE
ENDE~MAUROLE~5~ENE01~MAUROLE~MAUSAMBI
ENDE~MAUROLE~6~ENE01~MAUROLE~OTOGEDU
ENDE~MAUROLE~7~ENE01~MAUROLE~RANAKOLO
ENDE~MAUROLE~8~ENE01~MAUROLE~RANOKOLO SELATAN
ENDE~MAUROLE~9~ENE01~MAUROLE~WATUKAMBA
ENDE~NANGAPANDA~1~ENE01~NANGAPANDA~BHERAMARI
ENDE~NANGAPANDA~2~ENE01~NANGAPANDA~JEGHARONGGO
ENDE~NANGAPANDA~3~ENE01~NANGAPANDA~KERIREA
ENDE~NANGAPANDA~4~ENE01~NANGAPANDA~NDETUREA
ENDE~NANGAPANDA~5~ENE01~NANGAPANDA~NDORUREA
ENDE~NANGAPANDA~6~ENE01~NANGAPANDA~NDORUREA I
ENDE~NANGAPANDA~7~ENE01~NANGAPANDA~NGGOREA
ENDE~NANGAPANDA~8~ENE01~NANGAPANDA~ONDOREA
ENDE~NANGAPANDA~9~ENE01~NANGAPANDA~ONDOREA BARAT
ENDE~NANGAPANDA~10~ENE01~NANGAPANDA~PENGGAJAWA
ENDE~NANGAPANDA~11~ENE01~NANGAPANDA~RAPORENDU
ENDE~NANGAPANDA~12~ENE01~NANGAPANDA~RAPOWAWO
ENDE~NANGAPANDA~13~ENE01~NANGAPANDA~SANGGARHORHO
ENDE~NANGAPANDA~14~ENE01~NANGAPANDA~TENDAMBEPA
ENDE~NANGAPANDA~15~ENE01~NANGAPANDA~TENDAREA
ENDE~NANGAPANDA~16~ENE01~NANGAPANDA~TITWEREA
ENDE~NANGAPANDA~17~ENE01~NANGAPANDA~WATUMITE
ENDE~NANGAPANDA~18~ENE01~NANGAPANDA~ZOZOZEA
ENDE~NDONA~1~ENE01~NDONA~KEKASEWA
ENDE~NDONA~2~ENE01~NDONA~KELIKIKU
ENDE~NDONA~3~ENE01~NDONA~LOKOBOKO
ENDE~NDONA~4~ENE01~NDONA~MANULONDO
ENDE~NDONA~5~ENE01~NDONA~NANGANESA
ENDE~NDONA~6~ENE01~NDONA~NGAUROGANGALUROGA
ENDE~NDONA~7~ENE01~NDONA~NILA
ENDE~NDONA~8~ENE01~NDONA~ONELAKO
ENDE~NDONA~9~ENE01~NDONA~PUUTUGA
ENDE~NDONA~10~ENE01~NDONA~REKA
ENDE~NDONA~11~ENE01~NDONA~WOLOKOTA
ENDE~NDONA~12~ENE01~NDONA~WOLOTOPO
ENDE~NDONA~13~ENE01~NDONA~WOLOTOPO TIMUR
ENDE~NDONA TIMUR~1~ENE01~NDONA TIMUR~DEMULAKA
ENDE~NDONA TIMUR~2~ENE01~NDONA TIMUR~KURULIMBU
ENDE~NDONA TIMUR~3~ENE01~NDONA TIMUR~KURULIMBU SELATAN
ENDE~NDONA TIMUR~4~ENE01~NDONA TIMUR~NGALUPOLONAGLUPOLO
ENDE~NDONA TIMUR~5~ENE01~NDONA TIMUR~NGGUWA
ENDE~NDONA TIMUR~6~ENE01~NDONA TIMUR~ROGA
ENDE~NDONA TIMUR~7~ENE01~NDONA TIMUR~SOKORIA
ENDE~NDORI~1~ENE01~NDORI~KELISAMBA
ENDE~NDORI~2~ENE01~NDORI~MAUBASA
ENDE~NDORI~3~ENE01~NDORI~MAUBASA TIMUR
ENDE~NDORI~4~ENE01~NDORI~SERANDORI
ENDE~NDORI~5~ENE01~NDORI~WONDA
ENDE~PULAU ENDE~1~ENE01~PULAU ENDE~AEJETI
ENDE~PULAU ENDE~2~ENE01~PULAU ENDE~NDORIWOI
ENDE~PULAU ENDE~3~ENE01~PULAU ENDE~PADERAPE
ENDE~PULAU ENDE~4~ENE01~PULAU ENDE~PUUTARA
ENDE~PULAU ENDE~5~ENE01~PULAU ENDE~REDODORI
ENDE~PULAU ENDE~6~ENE01~PULAU ENDE~RENDO RATERUA
ENDE~PULAU ENDE~7~ENE01~PULAU ENDE~RORURANGGA RENDO RANGA
ENDE~WEWARIA~1~ENE01~WEWARIA~AELIPO
ENDE~WEWARIA~2~ENE01~WEWARIA~AELIPO I
ENDE~WEWARIA~3~ENE01~WEWARIA~AEMURI
ENDE~WEWARIA~4~ENE01~WEWARIA~DETUBELA
ENDE~WEWARIA~5~ENE01~WEWARIA~EKOAE
ENDE~WEWARIA~6~ENE01~WEWARIA~FATAATU
ENDE~WEWARIA~7~ENE01~WEWARIA~FATAATU TIMUR
ENDE~WEWARIA~8~ENE01~WEWARIA~KELITEMBU
ENDE~WEWARIA~9~ENE01~WEWARIA~MAUTENDA
ENDE~WEWARIA~10~ENE01~WEWARIA~MAUTENDA BARAT
ENDE~WEWARIA~11~ENE01~WEWARIA~MBOTULAKA
ENDE~WEWARIA~12~ENE01~WEWARIA~MUKUSAKI
ENDE~WEWARIA~13~ENE01~WEWARIA~NUANGENDA
ENDE~WEWARIA~14~ENE01~WEWARIA~NUMBA
ENDE~WEWARIA~15~ENE01~WEWARIA~RATEWATI
ENDE~WEWARIA~16~ENE01~WEWARIA~TANALI
ENDE~WEWARIA~17~ENE01~WEWARIA~WELAMOSA
ENDE~WEWARIA~18~ENE01~WEWARIA~WEWARIA
ENDE~WOLOJITA~1~ENE01~WOLOJITA~NGGELA
ENDE~WOLOJITA~2~ENE01~WOLOJITA~NUAMULU
ENDE~WOLOJITA~3~ENE01~WOLOJITA~PORA
ENDE~WOLOJITA~4~ENE01~WOLOJITA~TENDA
ENDE~WOLOJITA~5~ENE01~WOLOJITA~WIWIPEMO
ENDE~WOLOJITA~6~ENE01~WOLOJITA~WOLOJITA
ENDE~WOLOWARU~1~ENE01~WOLOWARU~BOKASAPE
ENDE~WOLOWARU~2~ENE01~WOLOWARU~BOKASAPE TIMUR
ENDE~WOLOWARU~3~ENE01~WOLOWARU~JOPU
ENDE~WOLOWARU~4~ENE01~WOLOWARU~LIKANAKA
ENDE~WOLOWARU~5~ENE01~WOLOWARU~LISE LOWOBORA
ENDE~WOLOWARU~6~ENE01~WOLOWARU~LISEDETU
ENDE~WOLOWARU~7~ENE01~WOLOWARU~MBULI LOO
ENDE~WOLOWARU~8~ENE01~WOLOWARU~MBULIWARALAU
ENDE~WOLOWARU~9~ENE01~WOLOWARU~MBULIWARALAU UTARA
ENDE~WOLOWARU~10~ENE01~WOLOWARU~NAKAMBARA
ENDE~WOLOWARU~11~ENE01~WOLOWARU~NIROMESI
ENDE~WOLOWARU~12~ENE01~WOLOWARU~NUALISE
ENDE~WOLOWARU~13~ENE01~WOLOWARU~RINDIWAWO
ENDE~WOLOWARU~14~ENE01~WOLOWARU~WOLOKOLI
ENDE~WOLOWARU~15~ENE01~WOLOWARU~WOLOSOKO
