KOLAKA~BAULA~1~KOL01~BAULA~BAULA
KOLAKA~POMALAA~10~KOL01~POMALAA~TAMBEA
KOLAKA~POMALAA~11~KOL01~POMALAA~TONGGONI
KOLAKA~POMALAA~12~KOL01~POMALAA~TOTOBO
KOLAKA~SAMATURU~1~KOL01~SAMATURU~AMOMUTU
KOLAKA~SAMATURU~2~KOL01~SAMATURU~AWA
KOLAKA~SAMATURU~3~KOL01~SAMATURU~KALOLOA
KOLAKA~SAMATURU~4~KOL01~SAMATURU~KONAWEHA
KOLAKA~SAMATURU~5~KOL01~SAMATURU~LAMBOLEMO
KOLAKA~SAMATURU~6~KOL01~SAMATURU~LATUO
KOLAKA~SAMATURU~7~KOL01~SAMATURU~LAWULO
KOLAKA~SAMATURU~8~KOL01~SAMATURU~MALAHA
KOLAKA~SAMATURU~9~KOL01~SAMATURU~PUU TAMBOLI
KOLAKA~SAMATURU~10~KOL01~SAMATURU~SANI SANI
KOLAKA~SAMATURU~11~KOL01~SAMATURU~TAMBOLI
KOLAKA~SAMATURU~12~KOL01~SAMATURU~TONGANAPO
KOLAKA~SAMATURU~13~KOL01~SAMATURU~TOSIBA
KOLAKA~SAMATURU~14~KOL01~SAMATURU~ULU KONAWEHA
KOLAKA~SAMATURU~15~KOL01~SAMATURU~WOWA TAMBOLI
KOLAKA~TANGGETADA~1~KOL01~TANGGETADA~ANAIWOI
KOLAKA~TANGGETADA~2~KOL01~TANGGETADA~LALONGGOLOSUA
KOLAKA~TANGGETADA~3~KOL01~TANGGETADA~LAMEDAI
KOLAKA~TANGGETADA~4~KOL01~TANGGETADA~LAMEDAI
KOLAKA~TANGGETADA~5~KOL01~TANGGETADA~LAMOIKO
KOLAKA~TANGGETADA~6~KOL01~TANGGETADA~MATIRO DECENG
KOLAKA~TANGGETADA~7~KOL01~TANGGETADA~ONEEHA
KOLAKA~TANGGETADA~8~KOL01~TANGGETADA~PALEWAI
KOLAKA~TANGGETADA~9~KOL01~TANGGETADA~PETUDUA
KOLAKA~TANGGETADA~10~KOL01~TANGGETADA~POPALIA
KOLAKA~TANGGETADA~11~KOL01~TANGGETADA~POWISOA JAYA
KOLAKA~TANGGETADA~12~KOL01~TANGGETADA~PUUNDAIPA
KOLAKA~TANGGETADA~13~KOL01~TANGGETADA~RAHANGGADA
KOLAKA~TANGGETADA~14~KOL01~TANGGETADA~TANGGETADA
KOLAKA~TANGGETADA~15~KOL01~TANGGETADA~TONDOWOLIO
KOLAKA~TINONDO~1~KOL01~TINONDO~AMBAPA
KOLAKA~TINONDO~2~KOL01~TINONDO~AMERORO
KOLAKA~TINONDO~3~KOL01~TINONDO~LAMUNDE
KOLAKA~TINONDO~4~KOL01~TINONDO~SOLEWATU
KOLAKA~TINONDO~5~KOL01~TINONDO~TALATA
KOLAKA~TINONDO~6~KOL01~TINONDO~TAWAROMBADAKA
KOLAKA~TINONDO~7~KOL01~TINONDO~TINONDO
KOLAKA~TINONDO~8~KOL01~TINONDO~WEAMO
KOLAKA~TIRAWUTA~1~KOL01~TIRAWUTA~LALINGATO
KOLAKA~TIRAWUTA~2~KOL01~TIRAWUTA~LARA
KOLAKA~TIRAWUTA~3~KOL01~TIRAWUTA~LOKA
KOLAKA~TIRAWUTA~4~KOL01~TIRAWUTA~ORAWA
KOLAKA~TIRAWUTA~5~KOL01~TIRAWUTA~PONI PONIKI
KOLAKA~TIRAWUTA~6~KOL01~TIRAWUTA~RATERATE
KOLAKA~TIRAWUTA~7~KOL01~TIRAWUTA~ROKO ROKO
KOLAKA~TIRAWUTA~8~KOL01~TIRAWUTA~SIMBUNE
KOLAKA~TIRAWUTA~9~KOL01~TIRAWUTA~TASAEHA/TASAHEA
KOLAKA~TIRAWUTA~10~KOL01~TIRAWUTA~TAWAINALU
KOLAKA~TIRAWUTA~11~KOL01~TIRAWUTA~TIRAWUTA
KOLAKA~TIRAWUTA~12~KOL01~TIRAWUTA~TUMBUDADIO
KOLAKA~TIRAWUTA~13~KOL01~TIRAWUTA~WESALO
KOLAKA~TIRAWUTA~14~KOL01~TIRAWUTA~WOIHA
KOLAKA~TOARI~1~KOL01~TOARI~ANAWUA
KOLAKA~TOARI~2~KOL01~TOARI~LAKITO
KOLAKA~TOARI~3~KOL01~TOARI~RANO JAYA
KOLAKA~TOARI~4~KOL01~TOARI~RANOMENTAA
KOLAKA~TOARI~5~KOL01~TOARI~TOARI
KOLAKA~TOARI~6~KOL01~TOARI~WOWOLI
KOLAKA~ULUIWOI~1~KOL01~ULUIWOI~AHILULU
KOLAKA~ULUIWOI~2~KOL01~ULUIWOI~ALAAHA
KOLAKA~ULUIWOI~3~KOL01~ULUIWOI~LIKU WALANAPO
KOLAKA~ULUIWOI~4~KOL01~ULUIWOI~PEHANGGO
KOLAKA~ULUIWOI~5~KOL01~ULUIWOI~PORA BUA
KOLAKA~ULUIWOI~6~KOL01~ULUIWOI~SANGGONA
KOLAKA~ULUIWOI~7~KOL01~ULUIWOI~TAWANGA
KOLAKA~ULUIWOI~8~KOL01~ULUIWOI~TONDOWATU
KOLAKA~ULUIWOI~9~KOL01~ULUIWOI~TONGAUNA
KOLAKA~ULUIWOI~10~KOL01~ULUIWOI~UEESI
KOLAKA~ULUIWOI~11~KOL01~ULUIWOI~UETE
KOLAKA~ULUIWOI~12~KOL01~ULUIWOI~UNDOLO
KOLAKA~ULUIWOI~13~KOL01~ULUIWOI~WESINGGOTE
KOLAKA~WATUMBANGGA~1~KOL01~WATUMBANGGA~GUNUNG SARI
KOLAKA~WATUMBANGGA~2~KOL01~WATUMBANGGA~KASTURA
KOLAKA~WATUMBANGGA~3~KOL01~WATUMBANGGA~KUKUTIO
KOLAKA~WATUMBANGGA~4~KOL01~WATUMBANGGA~LAMUNDE
KOLAKA~WATUMBANGGA~5~KOL01~WATUMBANGGA~LONGGOSIPI
KOLAKA~WATUMBANGGA~6~KOL01~WATUMBANGGA~MATA OSU
KOLAKA~WATUMBANGGA~7~KOL01~WATUMBANGGA~PEOHO
KOLAKA~WATUMBANGGA~8~KOL01~WATUMBANGGA~POLENGA TIRAWUTA
KOLAKA~WATUMBANGGA~9~KOL01~WATUMBANGGA~SUMBER REZEKI
KOLAKA~WATUMBANGGA~10~KOL01~WATUMBANGGA~TANDEBURA TANDAI BURA
KOLAKA~WATUMBANGGA~11~KOL01~WATUMBANGGA~WATUBANGGO
KOLAKA~WATUMBANGGA~12~KOL01~WATUMBANGGA~WOLULU
KOLAKA~WOLO~1~KOL01~WOLO~DONGGALA
KOLAKA~WOLO~2~KOL01~WOLO~IWOIMENDA
KOLAKA~WOLO~3~KOL01~WOLO~IWOIMOPURO
KOLAKA~WOLO~4~KOL01~WOLO~LADAHAI
KOLAKA~WOLO~5~KOL01~WOLO~LALONAHA
KOLAKA~WOLO~6~KOL01~WOLO~LALONGGOPI
KOLAKA~WOLO~7~KOL01~WOLO~LAMBOPINI
KOLAKA~WOLO~8~KOL01~WOLO~LANA
KOLAKA~WOLO~9~KOL01~WOLO~LANGGOMALI
KOLAKA~WOLO~10~KOL01~WOLO~LAPAOPAO
KOLAKA~WOLO~11~KOL01~WOLO~LASIROKU
KOLAKA~WOLO~12~KOL01~WOLO~MUARA LAPAO PAO
KOLAKA~WOLO~13~KOL01~WOLO~SAMAENRE
KOLAKA~WOLO~14~KOL01~WOLO~TAMBORASI
KOLAKA~WOLO~15~KOL01~WOLO~TOLOWE PONDRE
KOLAKA~WOLO~16~KOL01~WOLO~ULU KALO
KOLAKA~WOLO~17~KOL01~WOLO~ULU LAPAOPAO
KOLAKA~WOLO~18~KOL01~WOLO~ULU WOLO
KOLAKA~WOLO~19~KOL01~WOLO~WOLO
KOLAKA~WUNDULAKO~1~KOL01~WUNDULAKO~NOPEMBER
KOLAKA~WUNDULAKO~2~KOL01~WUNDULAKO~BENDE
KOLAKA~WUNDULAKO~3~KOL01~WUNDULAKO~KOWIOHA
KOLAKA~WUNDULAKO~4~KOL01~WUNDULAKO~LAMEKONGGA
KOLAKA~WUNDULAKO~5~KOL01~WUNDULAKO~NGAPA
KOLAKA~WUNDULAKO~6~KOL01~WUNDULAKO~SABIANO
KOLAKA~WUNDULAKO~7~KOL01~WUNDULAKO~SILEA
KOLAKA~WUNDULAKO~8~KOL01~WUNDULAKO~TIKONU
KOLAKA~WUNDULAKO~9~KOL01~WUNDULAKO~TOWUA I
KOLAKA~WUNDULAKO~10~KOL01~WUNDULAKO~UNA MENDAA
KOLAKA~WUNDULAKO~11~KOL01~WUNDULAKO~WUNDULAKO
